Threshold,Accuracy,Balanced Accuracy,Precision,Recall/Sensitivity,Specificity,NPV,F1-macro,ROC-AUC,Brier score
0.33,0.78125,0.6875,0.84,0.875,0.5,0.5714285714285714,0.6952380952380952,0.875,0.20014339554667712
0.335,0.78125,0.6875,0.84,0.875,0.5,0.5714285714285714,0.6952380952380952,0.875,0.20014339554667712
0.34,0.78125,0.6875,0.84,0.875,0.5,0.5714285714285714,0.6952380952380952,0.875,0.20014339554667712
0.34500000000000003,0.78125,0.6875,0.84,0.875,0.5,0.5714285714285714,0.6952380952380952,0.875,0.20014339554667712
0.35000000000000003,0.78125,0.6875,0.84,0.875,0.5,0.5714285714285714,0.6952380952380952,0.875,0.20014339554667712
0.355,0.78125,0.6875,0.84,0.875,0.5,0.5714285714285714,0.6952380952380952,0.875,0.20014339554667712
0.3554961706101016,0.78125,0.6875,0.84,0.875,0.5,0.5714285714285714,0.6952380952380952,0.875,0.20014339554667712
0.36,0.75,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666667,0.875,0.20014339554667712
0.36236662655741636,0.75,0.6666666666666667,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666667,0.875,0.20014339554667712
0.365,0.71875,0.6458333333333333,0.8260869565217391,0.7916666666666666,0.5,0.4444444444444444,0.639549436795995,0.875,0.20014339554667712
0.37,0.71875,0.6458333333333333,0.8260869565217391,0.7916666666666666,0.5,0.4444444444444444,0.639549436795995,0.875,0.20014339554667712
0.375,0.71875,0.6458333333333333,0.8260869565217391,0.7916666666666666,0.5,0.4444444444444444,0.639549436795995,0.875,0.20014339554667712
0.38,0.71875,0.6458333333333333,0.8260869565217391,0.7916666666666666,0.5,0.4444444444444444,0.639549436795995,0.875,0.20014339554667712
0.385,0.71875,0.6458333333333333,0.8260869565217391,0.7916666666666666,0.5,0.4444444444444444,0.639549436795995,0.875,0.20014339554667712
0.3871593512582599,0.71875,0.6458333333333333,0.8260869565217391,0.7916666666666666,0.5,0.4444444444444444,0.639549436795995,0.875,0.20014339554667712
0.39,0.75,0.7083333333333333,0.8636363636363636,0.7916666666666666,0.625,0.5,0.6908212560386473,0.875,0.20014339554667712
0.395,0.75,0.7083333333333333,0.8636363636363636,0.7916666666666666,0.625,0.5,0.6908212560386473,0.875,0.20014339554667712
0.4,0.75,0.7083333333333333,0.8636363636363636,0.7916666666666666,0.625,0.5,0.6908212560386473,0.875,0.20014339554667712
0.40475355936382895,0.75,0.7083333333333333,0.8636363636363636,0.7916666666666666,0.625,0.5,0.6908212560386473,0.875,0.20014339554667712
0.405,0.78125,0.7708333333333333,0.9047619047619048,0.7916666666666666,0.75,0.5454545454545454,0.7380116959064327,0.875,0.20014339554667712
0.40610837945936146,0.78125,0.7708333333333333,0.9047619047619048,0.7916666666666666,0.75,0.5454545454545454,0.7380116959064327,0.875,0.20014339554667712
0.41000000000000003,0.8125,0.8333333333333333,0.95,0.7916666666666666,0.875,0.5833333333333334,0.7818181818181817,0.875,0.20014339554667712
0.41500000000000004,0.8125,0.8333333333333333,0.95,0.7916666666666666,0.875,0.5833333333333334,0.7818181818181817,0.875,0.20014339554667712
0.42,0.8125,0.8333333333333333,0.95,0.7916666666666666,0.875,0.5833333333333334,0.7818181818181817,0.875,0.20014339554667712
0.4206085668611331,0.8125,0.8333333333333333,0.95,0.7916666666666666,0.875,0.5833333333333334,0.7818181818181817,0.875,0.20014339554667712
0.425,0.78125,0.8125,0.9473684210526315,0.75,0.875,0.5384615384615384,0.751937984496124,0.875,0.20014339554667712
0.42522203565211236,0.78125,0.8125,0.9473684210526315,0.75,0.875,0.5384615384615384,0.751937984496124,0.875,0.20014339554667712
0.4285986875805081,0.75,0.7916666666666667,0.9444444444444444,0.7083333333333334,0.875,0.5,0.722943722943723,0.875,0.20014339554667712
0.43,0.71875,0.7708333333333333,0.9411764705882353,0.6666666666666666,0.875,0.4666666666666667,0.694591728525981,0.875,0.20014339554667712
0.435,0.71875,0.7708333333333333,0.9411764705882353,0.6666666666666666,0.875,0.4666666666666667,0.694591728525981,0.875,0.20014339554667712
0.4391782324939594,0.71875,0.7708333333333333,0.9411764705882353,0.6666666666666666,0.875,0.4666666666666667,0.694591728525981,0.875,0.20014339554667712
0.44,0.6875,0.75,0.9375,0.625,0.875,0.4375,0.6666666666666667,0.875,0.20014339554667712
0.445,0.6875,0.75,0.9375,0.625,0.875,0.4375,0.6666666666666667,0.875,0.20014339554667712
0.45,0.6875,0.75,0.9375,0.625,0.875,0.4375,0.6666666666666667,0.875,0.20014339554667712
0.455,0.6875,0.75,0.9375,0.625,0.875,0.4375,0.6666666666666667,0.875,0.20014339554667712
0.45650887394542045,0.6875,0.75,0.9375,0.625,0.875,0.4375,0.6666666666666667,0.875,0.20014339554667712
0.46,0.71875,0.8125,1.0,0.625,1.0,0.47058823529411764,0.7046153846153846,0.875,0.20014339554667712
0.4644914777425575,0.71875,0.8125,1.0,0.625,1.0,0.47058823529411764,0.7046153846153846,0.875,0.20014339554667712
0.465,0.6875,0.7916666666666667,1.0,0.5833333333333334,1.0,0.4444444444444444,0.6761133603238867,0.875,0.20014339554667712
